	title	release_date	poster_url	overview
8738	Unwelcome	2023-01-27	https://image.tmdb.org/t/p/w500/88bGObx8YKLQDOOhcrBHHzXpiAv.jpg	Londoners Maya and Jamie escape their urban nightmare to the tranquility of rural Ireland only to discover malevolent, murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden. When heavily pregnant Maya’s relationship with a local family turns sour, who – or what – will come to her rescue and to what extremes will she go to protect her unborn child?
8739	The Monuments Men	2014-01-24	https://image.tmdb.org/t/p/w500/wiWAg4mKV2S4vImPxsPRIdj2R2B.jpg	Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?
8760	How to Make an American Quilt	1995-10-06	https://image.tmdb.org/t/p/w500/vwYRaERccwXWCYrTzeWRZRarJOo.jpg	Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.
8761	Monster Family 2	2021-10-15	https://image.tmdb.org/t/p/w500/fD3w59S1e3otqTMQDzxLq24khUf.jpg	To free Baba Yaga and Renfield from the clutches of Monster Hunter Mila Starr, the Wishbone Family once more transforms into a Vampire, Frankenstein's Monster, a Mummy and a Werewolf but when aided by their three pet bats, the Monster Family zooms around the world again to save their friends, make new monstrous acquaintances.
8762	The Starling Girl	2023-05-12	https://image.tmdb.org/t/p/w500/ysgnrkXwfFCxaBwviG2yNvzpfw5.jpg	17-year-old Jem Starling struggles with her place within her Christian fundamentalist community. But everything changes when her magnetic youth pastor Owen returns to their church.
8763	Nowhere to Run	1993-01-15	https://image.tmdb.org/t/p/w500/ryN9MPmlyVcdNDYj8W7NaJQ2W4p.jpg	Escaped convict Sam Gillen single-handedly takes on ruthless developers who are determined to evict a widow with two young children.
8764	The Furies	2019-04-12	https://image.tmdb.org/t/p/w500/az3rk3vp1DmhM3KmpPNfDWW6mhN.jpg	A young woman faces her darkest fears with seven other unwilling participants in a deadly game — a game that can only have one winner.
8765	Blood Red Sky	2021-07-23	https://image.tmdb.org/t/p/w500/v7aOJKI5vxCHotHvN8O7SR6SpP6.jpg	A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight. In order to protect her son she will have to reveal a dark secret, and unleash the inner monster she has fought to hide.
8766	The Visitors	1993-01-27	https://image.tmdb.org/t/p/w500/iBsuPhz0pwWgtOhe4ysqFjwNk3t.jpg	This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcerer. Mayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good, however, they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past.
8767	A Streetcar Named Desire	1951-09-19	https://image.tmdb.org/t/p/w500/aicdlO5vt7z2ARm279eGzJeYCLQ.jpg	A fading southern belle tries to build a new life with her sister in New Orleans.
8768	Black Site	2022-05-05	https://image.tmdb.org/t/p/w500/ipn8khVVC4eToWiGf89WF9J5PJn.jpg	A group of officers based in a labyrinthine top-secret prison must fight for their lives against Hatchet, a brilliant and infamous high-value detainee. When he escapes, his mysterious and deadly agenda has far reaching and dire consequences.
8769	Eastern Promises	2007-09-14	https://image.tmdb.org/t/p/w500/dpiJWb4NrWgcOg2rusuLhDM0hTm.jpg	A Russian teenager living in London dies during childbirth but leaves clues in her diary that could tie her child to a rape involving a violent Russian mob family.
8770	Empire of Light	2022-12-09	https://image.tmdb.org/t/p/w500/h84SnIQF91Gz2Fv1OpMJ3245t4i.jpg	The duty manager of a seaside cinema, who is struggling with her mental health, forms a relationship with a new employee on the south coast of England in the 1980s.
8771	Showgirls	1995-09-22	https://image.tmdb.org/t/p/w500/atjtGFIIt9QMGf9ELyboq5cl466.jpg	Fresh to Las Vegas with no connections, Nomi Malone takes a job as an exotic dancer. Her talents are quickly noticed by Cristal, a headlining dancer who senses an opportunity to bolster her own act. But Nomi won’t play second fiddle and soon begins her venomous path to the top, ruthlessly backstabbing anyone who gets in her way.
8772	Strange Magic	2015-01-23	https://image.tmdb.org/t/p/w500/vjCdrK8gGRFnyuZb1j9BzgN2RaY.jpg	A love potion works its devious charms on fairies, elves and the swamp-dwelling Bog King as they all try to possess the potion for themselves.
8773	All Dogs Go to Heaven 2	1996-03-29	https://image.tmdb.org/t/p/w500/kNmIJILOW9qF2F1Z0qOXkadaS50.jpg	Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.
8774	Virgin Forest	2022-06-24	https://image.tmdb.org/t/p/w500/6JsAHnDolJDCid4vCUO0JsSy997.jpg	A photographer is tasked to take a photo of a rare flower thriving in the mountain, but he discovers women trapped in a hidden brothel for illegal loggers.
8775	Snapshot of Love	2022-03-15	https://image.tmdb.org/t/p/w500/6rdzOA9fpkKrDRaBdCMMZ1abeOn.jpg	Adrian is a Hollywood paparazzi assigned to get photos of a very elusive star, Parker Bennett. Little does she know, she'll get her chance when they both end up at the same BNB in the mountains of NC.
8776	America: The Motion Picture	2021-06-30	https://image.tmdb.org/t/p/w500/1JRRvx5RotvWM1maeq9r82ktdHi.jpg	A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.
8777	Where the Wild Things Are	2009-10-16	https://image.tmdb.org/t/p/w500/sDFV9VEjwTUWF1s5sjOllsb70jk.jpg	Max imagines running away from his mom and sailing to a far-off land where large talking beasts—Ira, Carol, Douglas, the Bull, Judith and Alexander—crown him as their king, play rumpus, build forts and discover secret hideaways.
8778	The Empty Man	2020-10-22	https://image.tmdb.org/t/p/w500/8apzu9JFTUMtOpYkHk6LNPOs3pY.jpg	"Retired cop James Lasombra is asked by a friend to investigate the disappearance of her daughter, who seemingly packed in the night and left an ominous message on the bathroom mirror - ""The Empty Man Made Me Do It."" As he investigates this mysterious figure further, James begins to see and hear strange things, and is forced to come to terms with his past and what it means for his future."
8800	52-Hertz Whales	2024-03-01	https://image.tmdb.org/t/p/w500/hgjkAz59fb1Un9rd6KylnQMVqm5.jpg	Mishima Kiko was exploited by her own family. When she was little, her mother neglected her. After her mother remarried, Kiko was abused mentally and physically by her mother, stepfather, and younger stepbrother. She didn't belong to this family. Somehow, she disconnects from her family in Tokyo and moves to a seaside town in Oita. There, she meets a 13-year-old boy named Mushi. He has been abused by his mother and does not speak due to trauma from the abuse. Mushi reminds Kiko of herself when she was younger.
8801	The Banker	2020-03-06	https://image.tmdb.org/t/p/w500/biXzsw22U6vSd0XktmZwAOc4uik.jpg	In the 1960s, two entrepreneurs hatch an ingenious business plan to fight for housing integration—and equal access to the American Dream.
8802	Balto	1995-12-22	https://image.tmdb.org/t/p/w500/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg	An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.
8803	AVP: Alien vs. Predator	2004-08-12	https://image.tmdb.org/t/p/w500/2DKoPom57PVtJWcJlq7bS7JpahU.jpg	When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.
8804	A Cinderella Story: If the Shoe Fits	2016-08-02	https://image.tmdb.org/t/p/w500/qtxOA6Sb8lK1PfRiwduxYVuzaEv.jpg	A contemporary musical version of the classic Cinderella story in which the servant step daughter hope to compete in a musical competition for a famous pop star.
8805	Upside-Down Magic	2020-07-31	https://image.tmdb.org/t/p/w500/h9vTJ78h0SASYUxg4jV0AQ00oF2.jpg	Nory and her best friend Reina enter the Sage Academy for Magical Studies, where Nory’s unconventional powers land her in a class for those with wonky, or “upside-down,” magic. Undaunted, Nory sets out to prove that that upside-down magic can be just as powerful as right-side-up.
8806	Mickey and Friends: Trick or Treats	2023-10-01	https://image.tmdb.org/t/p/w500/5Gz3k1TqeAxL5M47XZzjltxQrMb.jpg	Mickey, Minnie, Goofy, Donald and Daisy are trick-or-treating when Donald spies the spookiest mansion he’s ever seen and assumes it has the best treats. After he convinces his friends to risk a visit, the owner, Witch Hazel, casts a spell that turns them into their costumes.
8807	Hero	2002-07-22	https://image.tmdb.org/t/p/w500/be1Tnbqgw5skgjoQRG3vPAtNZUQ.jpg	During China's Warring States period, a district prefect arrives at the palace of Qin Shi Huang, claiming to have killed the three assassins who had made an attempt on the king's life three years ago.
8808	Hellraiser: Inferno	2000-10-31	https://image.tmdb.org/t/p/w500/3OfJppmD5cRFgmosXXAxRFcMyrM.jpg	A detective solves the puzzle box that releases the diabolical demon, Pinhead. As those around him begin to meet tragic fates, he sets out to conquer the horrifying villain.
8809	A Million Miles Away	2023-09-08	https://image.tmdb.org/t/p/w500/kMI3tgxLAZbzGOVlorUBva0kriS.jpg	The life of engineer and former NASA astronaut José M. Hernández, the first migrant farmworker to go to space.
8810	Kimi	2022-02-10	https://image.tmdb.org/t/p/w500/okNgwtxIWzGsNlR3GsOS0i0Qgbn.jpg	A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: leave her apartment.
8811	Happiest Season	2020-11-26	https://image.tmdb.org/t/p/w500/vzec9kkOSE93tygyfOktedkeOQ.jpg	A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.
8812	Ratchet & Clank	2016-04-13	https://image.tmdb.org/t/p/w500/649xP2LST4VIrZ5cLPw7Ys9movF.jpg	When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.
8813	Apex	2021-11-12	https://image.tmdb.org/t/p/w500/chTkFGToW5bsyw3hgLAe4S5Gt3.jpg	Ex-cop Thomas Malone is serving a life sentence for a crime he didn’t commit. He is offered a chance at freedom if he can survive a deadly game of Apex, in which six hunters pay for the pleasure of hunting another human on a remote island. He accepts, and once he arrives, all hell breaks loose.
8814	Special Forces	2011-11-02	https://image.tmdb.org/t/p/w500/xpe9F3214mNrk8tnIqZvHSmIV1I.jpg	Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the world’s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim – to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them – emotionally, violently and intimately.
8815	A Chinese Odyssey Part Two: Cinderella	1995-02-04	https://image.tmdb.org/t/p/w500/4NVQ6rDjPdJ1fayNggtL87nkAuE.jpg	"This sequel to ""Pandora's Box"" continues director Jeffrey Lau's adaptation of the Buddhism saga ""Journey to the West"". Stranded five centuries in the past, Joker Monkey King must battle a variety of monsters, seductive women and super-powered villains to save the dying Pak Jing-Jing."
